2018-06-04 12:48:10,949 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999831, state=FINISHED, type=type999831, host=host999831, timestamp=1528073296531]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999844, state=FINISHED, type=type999844, host=host999844, timestamp=1528073296531]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999845, state=STARTED, type=type999845, host=host999845, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999845, state=FINISHED, type=type999845, host=host999845, timestamp=1528073296533]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999846, state=STARTED, type=type999846, host=host999846, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999846, state=FINISHED, type=type999846, host=host999846, timestamp=1528073296529]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999847, state=STARTED, type=type999847, host=host999847, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999847, state=FINISHED, type=type999847, host=host999847, timestamp=1528073296530]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999848, state=STARTED, type=type999848, host=host999848, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999848, state=FINISHED, type=type999848, host=host999848, timestamp=1528073296532]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999849, state=STARTED, type=type999849, host=host999849, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999849, state=FINISHED, type=type999849, host=host999849, timestamp=1528073296535]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999850, state=STARTED, type=type999850, host=host999850, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999850, state=FINISHED, type=type999850, host=host999850, timestamp=1528073296530]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999851, state=STARTED, type=type999851, host=host999851, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999851, state=FINISHED, type=type999851, host=host999851, timestamp=1528073296528]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999852, state=STARTED, type=type999852, host=host999852, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999852, state=FINISHED, type=type999852, host=host999852, timestamp=1528073296530]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999853, state=STARTED, type=type999853, host=host999853, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999853, state=FINISHED, type=type999853, host=host999853, timestamp=1528073296529]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999854, state=STARTED, type=type999854, host=host999854, timestamp=1528073296527]
2018-06-04 12:48:10,950 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999854, state=FINISHED, type=type999854, host=host999854, timestamp=1528073296531]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999855, state=STARTED, type=type999855, host=host999855, timestamp=1528073296527]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999855, state=FINISHED, type=type999855, host=host999855, timestamp=1528073296533]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999856, state=STARTED, type=type999856, host=host999856, timestamp=1528073296527]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999856, state=FINISHED, type=type999856, host=host999856, timestamp=1528073296534]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999857, state=STARTED, type=type999857, host=host999857, timestamp=1528073296527]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999857, state=FINISHED, type=type999857, host=host999857, timestamp=1528073296532]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999858, state=STARTED, type=type999858, host=host999858, timestamp=1528073296527]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999858, state=FINISHED, type=type999858, host=host999858, timestamp=1528073296534]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999859, state=STARTED, type=type999859, host=host999859, timestamp=1528073296527]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999859, state=FINISHED, type=type999859, host=host999859, timestamp=1528073296530]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999860, state=STARTED, type=type999860, host=host999860, timestamp=1528073296527]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999860, state=FINISHED, type=type999860, host=host999860, timestamp=1528073296536]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999861, state=STARTED, type=type999861, host=host999861, timestamp=1528073296527]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999861, state=FINISHED, type=type999861, host=host999861, timestamp=1528073296535]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999862, state=STARTED, type=type999862, host=host999862, timestamp=1528073296527]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999862, state=FINISHED, type=type999862, host=host999862, timestamp=1528073296532]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999863, state=STARTED, type=type999863, host=host999863, timestamp=1528073296527]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999863, state=FINISHED, type=type999863, host=host999863, timestamp=1528073296531]
2018-06-04 12:48:10,951 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999864, state=STARTED, type=type999864, host=host999864, timestamp=1528073296527]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999864, state=FINISHED, type=type999864, host=host999864, timestamp=1528073296528]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999865, state=STARTED, type=type999865, host=host999865, timestamp=1528073296527]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999865, state=FINISHED, type=type999865, host=host999865, timestamp=1528073296536]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999866, state=STARTED, type=type999866, host=host999866, timestamp=1528073296527]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999866, state=FINISHED, type=type999866, host=host999866, timestamp=1528073296533]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999867, state=STARTED, type=type999867, host=host999867, timestamp=1528073296527]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999867, state=FINISHED, type=type999867, host=host999867, timestamp=1528073296529]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999868, state=STARTED, type=type999868, host=host999868, timestamp=1528073296527]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999868, state=FINISHED, type=type999868, host=host999868, timestamp=1528073296533]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999869, state=STARTED, type=type999869, host=host999869, timestamp=1528073296527]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999869, state=FINISHED, type=type999869, host=host999869, timestamp=1528073296531]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999870, state=STARTED, type=type999870, host=host999870, timestamp=1528073296527]
2018-06-04 12:48:11,036 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999870, state=FINISHED, type=type999870, host=host999870, timestamp=1528073296531]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999871, state=STARTED, type=type999871, host=host999871, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999871, state=FINISHED, type=type999871, host=host999871, timestamp=1528073296533]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999872, state=STARTED, type=type999872, host=host999872, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999872, state=FINISHED, type=type999872, host=host999872, timestamp=1528073296530]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999873, state=STARTED, type=type999873, host=host999873, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999873, state=FINISHED, type=type999873, host=host999873, timestamp=1528073296530]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999874, state=STARTED, type=type999874, host=host999874, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999874, state=FINISHED, type=type999874, host=host999874, timestamp=1528073296531]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999875, state=STARTED, type=type999875, host=host999875, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999875, state=FINISHED, type=type999875, host=host999875, timestamp=1528073296531]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999876, state=STARTED, type=type999876, host=host999876, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999876, state=FINISHED, type=type999876, host=host999876, timestamp=1528073296531]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999877, state=STARTED, type=type999877, host=host999877, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999877, state=FINISHED, type=type999877, host=host999877, timestamp=1528073296533]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999878, state=STARTED, type=type999878, host=host999878, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999878, state=FINISHED, type=type999878, host=host999878, timestamp=1528073296533]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999879, state=STARTED, type=type999879, host=host999879, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999879, state=FINISHED, type=type999879, host=host999879, timestamp=1528073296528]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999880, state=STARTED, type=type999880, host=host999880, timestamp=1528073296527]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999880, state=FINISHED, type=type999880, host=host999880, timestamp=1528073296531]
2018-06-04 12:48:11,037 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999881, state=STARTED, type=type999881, host=host999881, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999881, state=FINISHED, type=type999881, host=host999881, timestamp=1528073296534]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999882, state=STARTED, type=type999882, host=host999882, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999882, state=FINISHED, type=type999882, host=host999882, timestamp=1528073296528]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999883, state=STARTED, type=type999883, host=host999883, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999883, state=FINISHED, type=type999883, host=host999883, timestamp=1528073296529]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999884, state=STARTED, type=type999884, host=host999884, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999884, state=FINISHED, type=type999884, host=host999884, timestamp=1528073296531]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999885, state=STARTED, type=type999885, host=host999885, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999885, state=FINISHED, type=type999885, host=host999885, timestamp=1528073296535]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999886, state=STARTED, type=type999886, host=host999886, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999886, state=FINISHED, type=type999886, host=host999886, timestamp=1528073296530]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999887, state=STARTED, type=type999887, host=host999887, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999887, state=FINISHED, type=type999887, host=host999887, timestamp=1528073296536]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999888, state=STARTED, type=type999888, host=host999888, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999888, state=FINISHED, type=type999888, host=host999888, timestamp=1528073296535]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999889, state=STARTED, type=type999889, host=host999889, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999889, state=FINISHED, type=type999889, host=host999889, timestamp=1528073296534]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999890, state=STARTED, type=type999890, host=host999890, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999890, state=FINISHED, type=type999890, host=host999890, timestamp=1528073296530]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999891, state=STARTED, type=type999891, host=host999891, timestamp=1528073296527]
2018-06-04 12:48:11,038 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999891, state=FINISHED, type=type999891, host=host999891, timestamp=1528073296528]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999892, state=STARTED, type=type999892, host=host999892, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999892, state=FINISHED, type=type999892, host=host999892, timestamp=1528073296536]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999893, state=STARTED, type=type999893, host=host999893, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999893, state=FINISHED, type=type999893, host=host999893, timestamp=1528073296531]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999894, state=STARTED, type=type999894, host=host999894, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999894, state=FINISHED, type=type999894, host=host999894, timestamp=1528073296535]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999895, state=STARTED, type=type999895, host=host999895, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999895, state=FINISHED, type=type999895, host=host999895, timestamp=1528073296532]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999896, state=STARTED, type=type999896, host=host999896, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999896, state=FINISHED, type=type999896, host=host999896, timestamp=1528073296535]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999897, state=STARTED, type=type999897, host=host999897, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999897, state=FINISHED, type=type999897, host=host999897, timestamp=1528073296528]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999898, state=STARTED, type=type999898, host=host999898, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999898, state=FINISHED, type=type999898, host=host999898, timestamp=1528073296528]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999899, state=STARTED, type=type999899, host=host999899, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999899, state=FINISHED, type=type999899, host=host999899, timestamp=1528073296533]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999900, state=STARTED, type=type999900, host=host999900, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999900, state=FINISHED, type=type999900, host=host999900, timestamp=1528073296533]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999901, state=STARTED, type=type999901, host=host999901, timestamp=1528073296527]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999901, state=FINISHED, type=type999901, host=host999901, timestamp=1528073296532]
2018-06-04 12:48:11,039 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999902, state=STARTED, type=type999902, host=host999902, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999902, state=FINISHED, type=type999902, host=host999902, timestamp=1528073296533]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999903, state=STARTED, type=type999903, host=host999903, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999903, state=FINISHED, type=type999903, host=host999903, timestamp=1528073296535]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999904, state=STARTED, type=type999904, host=host999904, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999904, state=FINISHED, type=type999904, host=host999904, timestamp=1528073296530]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999905, state=STARTED, type=type999905, host=host999905, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999905, state=FINISHED, type=type999905, host=host999905, timestamp=1528073296528]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999906, state=STARTED, type=type999906, host=host999906, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999906, state=FINISHED, type=type999906, host=host999906, timestamp=1528073296534]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999907, state=STARTED, type=type999907, host=host999907, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999907, state=FINISHED, type=type999907, host=host999907, timestamp=1528073296532]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999908, state=STARTED, type=type999908, host=host999908, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999908, state=FINISHED, type=type999908, host=host999908, timestamp=1528073296530]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999909, state=STARTED, type=type999909, host=host999909, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999909, state=FINISHED, type=type999909, host=host999909, timestamp=1528073296532]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999910, state=STARTED, type=type999910, host=host999910, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999910, state=FINISHED, type=type999910, host=host999910, timestamp=1528073296531]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999911, state=STARTED, type=type999911, host=host999911, timestamp=1528073296527]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999911, state=FINISHED, type=type999911, host=host999911, timestamp=1528073296531]
2018-06-04 12:48:11,040 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999912, state=STARTED, type=type999912, host=host999912, timestamp=1528073296527]
2018-06-04 12:48:11,041 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999912, state=FINISHED, type=type999912, host=host999912, timestamp=1528073296533]
2018-06-04 12:48:11,041 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999913, state=STARTED, type=type999913, host=host999913, timestamp=1528073296527]
2018-06-04 12:48:11,041 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999913, state=FINISHED, type=type999913, host=host999913, timestamp=1528073296534]
2018-06-04 12:48:11,041 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999914, state=STARTED, type=type999914, host=host999914, timestamp=1528073296527]
2018-06-04 12:48:11,041 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999914, state=FINISHED, type=type999914, host=host999914, timestamp=1528073296530]
2018-06-04 12:48:11,041 - DEBUG - main - EventsProccessorService - Event = NormalLogEvent [id=id999915, state=STARTED, type=type999915, host=host999915, timestamp=1528073296527]
